Name,Charakter Pipeline,Design Skelett,Einzigartig,Element,Erstellt von,Erstellungsdatum,Flavourtext,ID,Idee Brackground,Kartenart,Kartentext,Kartentext-Planung,Kartentyp,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Letzte Änderung,Rarität,Set Release,Slot zugewiesen,Status,⚔️,⭕️,🛡️
Besungener Baum Quercus,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"September 24, 2023 3:58 PM",,122,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Ein anderer Charakter vom Element Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21)   darf zweimal Angriffe gleichzeitig blocken,,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,0,,55
Besungener Baum Fraxinus,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"September 24, 2023 4:00 PM",,123,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Bezahle ein Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21); entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e  ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,0,,55
Besungener Baum Sylvestris,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"September 24, 2023 4:07 PM",,124,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Alle deine Terra Karten erhalten + 20 Angriff und Verteidigung ",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,0,,55
Besungener Baum Giganteum,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"September 24, 2023 4:10 PM",,125,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,einmal in deinem Spielzug annulliere ein Effekt deines Gegners bis zum Ende des nächsten Spielzugs,,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,0,,55
Besungener Baum Ulmus,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"September 24, 2023 4:11 PM",,126,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"eine Baumsängerin oder Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21)  kann einen zweiten Angriff deklarieren ",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,0,,55
Magisches Fährtenlesen,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:03 PM",,127,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Ziehe 1 Karten, falls du ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) gezogen hast ziehe eine zweite Karte",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
"Terras Balg ",,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:09 PM",,128,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"sofort (https://www.notion.so/sofort-9c56f076fccf4157b07459dd557d86d7?pvs=21): Verhindere die Zerstörung eines Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
"Flinker Hase ",,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:11 PM",,129,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,sofort,,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,0,,10
Ewiger Wandel,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:12 PM",,130,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Zerstöre alle Karten auf dem Feld, jeder spieler zieht 3 weitere Karten",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
Angsteinjagendes Gebrüll,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:14 PM",,131,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Falls ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) angegriffen wird, gebe den Angreifenden Charakter auf die Hand des Besitzers zurück",,,,,,,,"August 10, 2025 8:21 PM",,,No,Backup,,,
Tausch der Jagdgründe,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:18 PM",,132,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Wähle ein Charakter eines Gegners, tausche die Kontrolle mit einem deiner Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,,,
Kreis des Ewigen Gesangs,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:20 PM",,133,,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Falls du eine Baumsängerin oder ein Besungener Baum kontrollierst, du kannst ein Karte mit Element Terra vom Friedhof in dein Deck mischen und eine Karte ziehen. (Einmal pro Spielzug)",,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,,1,
Baumsängerin Sativa,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:26 PM",,134,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Falls diese Karte vom Feld auf den Friedhof gelegt wird, füge eine Baumsängerin deiner Hand hinzu",,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,10,,10
Baumsängerin Avellana,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:28 PM",,135,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Falls diese Karte vom Feld auf den Friedhof gelegt wird, beschwöre eine Baumsängerin aus dem Deck",,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,20,,15
Heimtückischer Frosch,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:31 PM",,137,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Diese Karte kann keinen Angriff deklarieren. Falls diese Karte kämpft zerstöre den angreifenden Charakter,,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,0,,0
Wildhüter Orhulf,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 22, 2023 9:34 PM",,138,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Beim ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)einen, entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,20,,5
Wildhüter Amdulf,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 29, 2023 12:57 PM",,140,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Beim ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)einen, entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,35,,10
Roter Wildfuchs,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 29, 2023 2:00 PM",,141,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,40,,25
Wald Ratte,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 29, 2023 2:01 PM",,142,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,35,,15
Rasendes Wildschwein,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 29, 2023 2:02 PM",,143,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Nachstürmen (https://www.notion.so/Nachst-rmen-8d4acc9b11a440a0b044fde64261276e?pvs=21) (Dieser Charakter kann nach dem ersten Angriff einen zweiten Angriff machen),,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,60,,0
Einsamer Dachs,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 29, 2023 2:03 PM",,145,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,35,,40
Waldluchs,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 29, 2023 3:53 PM",,146,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,30,,15
Tückischer Igel,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 29, 2023 3:55 PM",,147,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Doppelblock (https://www.notion.so/Doppelblock-b26e421c63a74a64b61aa8be862a7d32?pvs=21) (Dieser Charakter kann zwei Angreifer pro Kampf blocken),,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,15,,25
Waldfalke,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 29, 2023 3:58 PM",,148,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,45,,20
Spielfreudiges Wildschwein,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 29, 2023 5:51 PM",,149,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,45,,10
Terrageweihter Steinkreis,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"October 31, 2023 3:22 PM",,150,,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Einmal pro Spielzug du kannst die oberste Karte von deinem Deck aufdecken. Falls sie vom Element Terra ist lege sie in deine Elementarzone, falls nicht unter dein Deck.

Verlässt diese Karte das Feld, lege zwei Terra Elementare auf den Friedhof",,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,,2,
Vasalö Terras,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Timon,"November 5, 2023 12:19 PM",,151,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Duel (https://www.notion.so/Duel-3faa388dcdf445c2bff6fc8dabe42b47?pvs=21) (Einmal pro Spielzug: Dieser Charakter kann gegen einen gegnerischen Charakter kämpfen, dieser wird in Angriffsposition gebracht.. Der Gegner darf nicht blocken. Beide Charaktere erhalten +5 Angriff für jeden befreundeten Charakter. Danach dürfen beide Charaktere an keinem Kampf mehr teilnehmen bis zum Ende des Spielzugs)",,,,,,,,"November 23, 2023 9:39 PM",,,No,Backup,45,,20
Elementarwandel,,EC15 (https://www.notion.so/EC15-28695bba56ba811dafa5c959359795bb?pvs=21),No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Timon,"November 6, 2023 11:55 AM",,152,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Mische alle Deine <key>Elementare</key> in Dein <zone>Deck</zone>. X ist die Anzahl an <key>Elementarkarten</key>, die auf diese Weise ins <zone>Deck</zone> gemischt wurde. Lege nun die obersten X + 1 <key>Karten</key> von Deinem <zone>Deck</zone> als <key>Elementare</key> <key>verbraucht</key> in Deine <zone>Elementarzone</zone>.","Mische alle deine Elementare, in dein Deck. Lege die obersten x+1 Karten von deinem Deck als Elementare getappt in deine Elementarzone.
X ist die Anzahl an Elementarkarten, die auf diese Weise ins Deck gemischt wurde.",,1,,,,,2,"October 26, 2025 7:59 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,,,
Auffrischung,,,No,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),Slain,"November 27, 2023 12:13 PM",,160,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,Du darfst 3 Karten ziehen,,,,,,,,"March 2, 2024 11:13 AM",,,No,Backup,,,
"Namenloser Ryv'Jorl, stiller Infiltrator",,AC05 (https://www.notion.so/AC05-28695bba56ba81438024f7983d04568a?pvs=21),No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"November 27, 2023 12:25 PM","Jede Bewegung im Dunkeln ist sein Werk; jedes Zittern, jeder geflüsterte Schrei wird Teil des finsteren Balletts, das er leitet.",164,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Unblockbar</ability> <desc><self>Ich</self> kann nicht <key>geblockt</key> werden.</desc>,Ich kann nicht geblockt werden.,Abenteurer (https://www.notion.so/Abenteurer-18c618e1fbc44737ad118d41cdbfa787?pvs=21),,2,,,,1,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,5/10,,10/10
Aeris-Kraftkugel,,EC16 (https://www.notion.so/EC16-28695bba56ba814ba256d0e8dbcef1dd?pvs=21),No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Slain,"November 27, 2023 12:26 PM",Federleicht trägt sie den Atem uralter Winde.,165,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Ändere die <key>Position</key> eines <kind>Charakters</kind>, den Du <key>kontrollierst</key>.","Sofort spielbar
Ändere die Position eines Charakters, den du kontrollierst.",,1,,,,,1,"October 27, 2025 11:23 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21)",Yes,TCG Arena,,,
Terra-Kraftkugel,,TC18 (https://www.notion.so/TC18-28695bba56ba8132b6eff16966cf43fa?pvs=21),No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Slain,"November 27, 2023 12:30 PM","“Terra, gib mir Deine Stärke, wenn alles um mich wankt.” – Namenloser Krieger",167,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Ein <kind>Charakter</kind> erhält bis <key>Zugende</key> <stats>+20/+0</stats>.","Sofort spielbar
Ein Charakter erhält +20/0 bis zum Ende des Zuges.",,,,,,1,1,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Aqua-Kraftkugel,,AC15 (https://www.notion.so/AC15-28695bba56ba813487c0c6c4c451bfe0?pvs=21),No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"November 27, 2023 12:33 PM",In ihrer trügerischen Tiefe und flüsternden Strömung birgt sie ein stiller Quell der Heilung.,168,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Verhindere allen <key>Schaden</key>, der einem <kind>Charakter</kind> Deiner Wahl in dieser <key>Phase</key> zugefügt wird.","Sofort spielbar
Verhindere allen Schaden, der einem Charakter deiner wahl in dieser Phase zugefügt wird.",,,1,,,,1,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Ignis-Kraftkugel,,IC15 (https://www.notion.so/IC15-28695bba56ba81978e80da207a8bb190?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Slain,"November 27, 2023 12:34 PM",In ihrem Flackern entflammt die Leidenschaft des feurigen Zorns.,169,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Füge einem <kind>Charakter</kind> <damage>20</damage> <key>Schaden</key> zu.","Sofort spielbar
Füge einem Charakter 20 Schaden zu.",,,,2,,,,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Magica-Kraftkugel,,MC09 (https://www.notion.so/MC09-28695bba56ba8172ae2fd0847c01c91e?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Slain,"November 27, 2023 12:34 PM",Sie hält das Gleichgewicht aller Welten in funkelnder Stille und leitet die Geschicke zum Ausgleich.,170,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Ändere das <key>Ziel</key> eines <kind>Ereignisses</kind> oder einer <key>Fähigkeit</key>, die genau ein <key>Ziel</key> hat.","Sofort spielbar
Ändere das Ziel eines Ereignisses oder einer Fähigkeit, die genau ein Ziel hat.",,,,,1,,1,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Tirolitklumpen,,,No,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),Slain,"November 27, 2023 12:35 PM",,171,,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),<cost><opt/></cost> Erzeuge <unshaped/>.,OPT; Erzeuge ein ungeprägtes Element,,,,,,,2,"August 17, 2025 7:15 PM",,,No,Playtest,,1,
Feldheiler,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"November 27, 2023 12:36 PM",,172,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Wenn dieser Charakter ins Spiel kommt, bringe einen Charakter, der diesen Zug gestorben ist vom Friedhof in Angrffsposition zurück aufs Feld",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,10,,10
Wasser des Lebens,,AC19 (https://www.notion.so/AC19-28695bba56ba81fe8e68d3947d5c4771?pvs=21),No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"November 27, 2023 12:37 PM",,173,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Lege die oberste <key>Karte</key> von Deinem <zone>Deck</zone> als <key>Schildkarte</key> zu Deinen <zone>Schildkarten</zone>.,"Lege die oberste Karte von deinem Deck als Schildkarte zu deinen Schildkarten.
Lege danach “Wasser des Lebens” ins exil.",,,3,,,,2,"October 26, 2025 7:25 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,,,
Magiekontrolle,,MC14 (https://www.notion.so/MC14-28695bba56ba812989b2da081b35dc34?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Slain,"November 27, 2023 12:40 PM",,174,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt.","Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt.",,,,,2,,2,"October 27, 2025 5:21 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,,,
Feuerball,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Slain,"November 27, 2023 12:43 PM",,175,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,Füge einem Charakter X mal 10 Schaden zu,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,,,
Windstoß,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Slain,"November 27, 2023 12:44 PM",,176,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Wirf X Karten ab, dann ziehe X + 1 neue Karten",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,,,
Wunden heilen,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"November 27, 2023 12:45 PM",,177,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,Bringe X Karten von deinem Friedhof wieder auf deine Hand,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,,,
