ID,Status,Name,Einzigartig,Kartenart,Kartentext-Planung,Kartentext,Flavourtext,Element,⚔️,🛡️,⭕️,Kartentyp,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Erstellt von,Artwork,Art Production,Glossar,Erstellungsdatum,Kritik,Letzte Änderung,Set Release,Zustimmung
104,Backup,Feueressenz,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Nimm eine Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Untitled (https://www.notion.so/2b9adcd059614612bb0133aece543b8a?pvs=21)n auf die Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21). Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u darfst sie diesen Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) ohne Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) und ohne zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en. ",,,,,,,,,,,,,,Tim,,,,"September 14, 2023 11:41 PM",,"November 23, 2023 9:39 PM",,
106,Backup,Gluthund,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e einen verbündet (https://www.notion.so/verb-ndet-76b6117405774f5ba575df0e30e1fca6?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21). Nachdem Gluthund (https://www.notion.so/Gluthund-362ad239195a446f81ee6d00b30c0911?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t wird, zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e einen gegnerisch (https://www.notion.so/gegnerisch-459fafb1da0340bcb0744267999f295f?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21).",,,,40,30,,,,,,,,,Tim,,,,"September 15, 2023 11:05 AM",,"November 23, 2023 9:39 PM",,
107,Backup,Funkenstürmer,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, bezahle 2 Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) dazu.",,,,25,35,,,,,,,,,Tim,,,,"September 15, 2023 11:21 AM",,"November 23, 2023 9:39 PM",,
108,Backup,Auflodern,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21) eine Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21). Wenn sie zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten hat, wiederhole den Effekt.",,,,,,,,,,,,,,Tim,,,,"September 15, 2023 11:24 AM",,"November 23, 2023 9:39 PM",,
109,Backup,Überläufer,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn Überläufer (https://www.notion.so/berl-ufer-c96986e601df48bb8a8ea21bbde21b92?pvs=21) von einem Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) zerstört würde, wechselt er stattdessen seinen Besitzer zum zerstörenden Spieler. Wenn das passiert, werfen alle Untitled (https://www.notion.so/8f9b118372384c41817b4234398dfa75?pvs=21) eine Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21).",,,,15,10,,,,,,,,,Tim,,,,"September 15, 2023 11:27 AM",,"November 23, 2023 9:39 PM",,
110,Backup,Schmied Reckar,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"jedes Mal wenn Schmied Reckar (https://www.notion.so/Schmied-Reckar-636af068614141fc943302d0ad14b9c9?pvs=21) angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eift, wirf eine Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ab.",,,,35,25,,,,,,,,,Tim,,,,"September 15, 2023 11:58 AM",,"November 23, 2023 9:39 PM",,
111,Backup,Feuerwand,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"gegnerisch (https://www.notion.so/gegnerisch-459fafb1da0340bcb0744267999f295f?pvs=21)e Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21), die Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)ich angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifen, erhalten dabei -10 Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21). Deine Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e haben -10 Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21).",,,,,20,,,,,,,,,Tim,,,,"September 15, 2023 12:01 PM",,"November 23, 2023 9:39 PM",,
112,Backup,Geschlossene Tore,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Untitled (https://www.notion.so/38d8865e0868489d84eed7aab3fdb7d3?pvs=21) zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)en keine Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n, wenn sie Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)eine gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)en. ",,,,,50,,,,,,,,,Tim,,,,"September 15, 2023 12:02 PM",,"November 23, 2023 9:39 PM",,
113,Backup,Gebrandmarkter Knappe,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Ist gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21). ",,,,40,45,,,,,,,,,Tim,,,,"September 15, 2023 12:15 PM",,"November 23, 2023 9:39 PM",,
114,Backup,Gebrandmarkter Ritter,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Ist gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21). gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21)e verbündet (https://www.notion.so/verb-ndet-76b6117405774f5ba575df0e30e1fca6?pvs=21)e haben +10/+10.,,,,50,45,,,,,,,,,Tim,,,,"September 15, 2023 12:16 PM",,"November 23, 2023 9:39 PM",,
115,Backup,Dem Feuer entronnen,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u musst für die nächste Untitled (https://www.notion.so/6ddef2a437ec4b918cdc8a75c9262128?pvs=21), die Untitled (https://www.notion.so/b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)st, die zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)en Kosten nicht bezahlen.",,,,,,,,,,,,,,Tim,,,,"September 15, 2023 1:00 PM",,"November 23, 2023 9:39 PM",,
116,Backup,Feuerstrahl,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, bezahle 2 Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21). zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e die gewählte Untitled (https://www.notion.so/bafefdffb74944b09dc4f9de10183b2d?pvs=21).",,,,,,,,,,,,,,Tim,,,,"September 15, 2023 1:02 PM",,"November 23, 2023 9:39 PM",,
118,Backup,Magmar,No,,"Als zusätzliche Kosten, lege 3 Karten von deiner Hand zurück auf dein Deck in einer beliebigen Reihenfolge. Jedes Mal wenn Magmar (https://www.notion.so/Magmar-2495d9056ea04577aa6e5c57068eeaf6?pvs=21) angreift, ziehe eine Karte.",,,,,,,,,,,,,,Tim,,,,"September 16, 2023 5:35 PM",,"November 23, 2023 9:39 PM",,
119,Backup,Im Keim ersticken,No,,"Immer wenn Du eine Karte abwirfst, müssen alle anderen Spieler zusammen 3 Mana bezahlen oder eine Karte abwerfen.",,,,,,,,,,,,,,Tim,,,,"September 16, 2023 5:49 PM",,"November 23, 2023 9:39 PM",,
120,Backup,Besungener Baum Juglans,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Einmal pro Spielzug wenn ein Charakter zerstört wird du kannst eine Karte ziehen,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),0,55,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._big_tree_emerging_from_forest_low_camera_angle_beautiful__87b586e7-35df-4c99-a5cc-4473a4b6274c.png,,,"September 24, 2023 3:54 PM",,"November 23, 2023 9:39 PM",,
122,Backup,Besungener Baum Quercus,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Ein anderer Charakter vom Element Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21)   darf zweimal Angriffe gleichzeitig blocken,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),0,55,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._ancient_mighty_tree_emerging_from_forest_low_camera_angle_3f9a2dba-8261-4331-badf-44551b689d80.png,,,"September 24, 2023 3:58 PM",,"November 23, 2023 9:39 PM",,
123,Backup,Besungener Baum Fraxinus,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Bezahle ein Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21); entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e  ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),0,55,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._ancient_mighty_fir_tree_emerging_from_forest_low_camera_a_85ea79f9-ba5f-46ac-8e75-def2e0ae63d2.png,,,"September 24, 2023 4:00 PM",,"November 23, 2023 9:39 PM",,
124,Backup,Besungener Baum Sylvestris,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Alle deine Terra Karten erhalten + 20 Angriff und Verteidigung ",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),0,55,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._ancient_mighty_tree_emerging_from_forest_low_camera_angle_d11aa3a6-0fd5-4296-8e8c-1ce2c1240cda.png,,,"September 24, 2023 4:07 PM",,"November 23, 2023 9:39 PM",,
125,Backup,Besungener Baum Giganteum,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),einmal in deinem Spielzug annulliere ein Effekt deines Gegners bis zum Ende des nächsten Spielzugs,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),0,55,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._ancient_mighty_mournlind_tree_emerging_from_forest_low_ca_baaf228c-2d4d-4ae3-be59-d55f55e8e82c.png,,,"September 24, 2023 4:10 PM",,"November 23, 2023 9:39 PM",,
126,Backup,Besungener Baum Ulmus,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"eine Baumsängerin oder Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21)  kann einen zweiten Angriff deklarieren ",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),0,55,,,,,,,,,Timon,,,,"September 24, 2023 4:11 PM",,"November 23, 2023 9:39 PM",,
127,Backup,Magisches Fährtenlesen,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Ziehe 1 Karten, falls du ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) gezogen hast ziehe eine zweite Karte",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._traces_of_wolf_in_snow_wolf_tracks_in_snow_magic_the_gath_b6204a98-0ef1-48be-9951-6e68a3310d95.png,,,"October 22, 2023 9:03 PM",,"November 23, 2023 9:39 PM",,
128,Backup,"Terras Balg ",No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"sofort (https://www.notion.so/sofort-9c56f076fccf4157b07459dd557d86d7?pvs=21): Verhindere die Zerstörung eines Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,,,Timon,,,,"October 22, 2023 9:09 PM",,"November 23, 2023 9:39 PM",,
129,Backup,"Flinker Hase ",No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),sofort,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),0,10,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._forest_by_Titus_Lunter_mtg_wallpaper_green_trees_--ar_34__9ddc04c1-b174-4b64-9c5b-02c0360bf2f0.png,,,"October 22, 2023 9:11 PM",,"November 23, 2023 9:39 PM",,
130,Backup,Ewiger Wandel,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Zerstöre alle Karten auf dem Feld, jeder spieler zieht 3 weitere Karten",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._eternal_circle_of_life_fantasy_concept_art_green_nature_-_927112cc-bdb1-4154-8643-7b904cc7028a.png,,,"October 22, 2023 9:12 PM",,"November 23, 2023 9:39 PM",,
131,Backup,Angsteinjagendes Gebrüll,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Falls ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) angegriffen wird, gebe den Angreifenden Charakter auf die Hand des Besitzers zurück",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._closup_snort_of_angry_beast_roaring._shock_waves_forest_c_bcc9b9fe-5c73-4b35-9d28-66b3c0700464.png,,,"October 22, 2023 9:14 PM",,"November 23, 2023 9:39 PM",,
132,Backup,Tausch der Jagdgründe,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Wähle ein Charakter eines Gegners, tausche die Kontrolle mit einem deiner Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/Frame_4.png,,,"October 22, 2023 9:18 PM",,"November 23, 2023 9:39 PM",,
133,Backup,Kreis des Ewigen Gesangs,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Falls du eine Baumsängerin oder ein Besungener Baum kontrollierst, du kannst ein Karte mit Element Terra vom Friedhof in dein Deck mischen und eine Karte ziehen. (Einmal pro Spielzug)",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,1,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._forest_black_hair_magical_scenery_green_elven_cloths_by_p_16e23801-77d3-4df9-b9e1-b0b1e69f85b6.png,,,"October 22, 2023 9:20 PM",,"November 23, 2023 9:39 PM",,
134,Backup,Baumsängerin Sativa,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Falls diese Karte vom Feld auf den Friedhof gelegt wird, füge eine Baumsängerin deiner Hand hinzu",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),10,10,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._celtic_shaman_barbarian_sorceress_elf_singing_magical_sce_a809f36c-eb79-44e6-984c-c3c29f2f26a6.png,,,"October 22, 2023 9:26 PM",,"November 23, 2023 9:39 PM",,
135,Backup,Baumsängerin Avellana,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Falls diese Karte vom Feld auf den Friedhof gelegt wird, beschwöre eine Baumsängerin aus dem Deck",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),20,15,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._celtic_shaman_sorceress_singing_magical_scenery_green_elv_67ed0c9c-daad-419d-8679-ece89896bc39.png,,,"October 22, 2023 9:28 PM",,"November 23, 2023 9:39 PM",,
137,Backup,Heimtückischer Frosch,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Diese Karte kann keinen Angriff deklarieren. Falls diese Karte kämpft zerstöre den angreifenden Charakter,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),0,0,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._toxic_frog_in_forest_by_Titus_Lunter_mtg_wallpaper_green__a9142417-e623-4929-bb69-20fb9c004339.png,,,"October 22, 2023 9:31 PM",,"November 23, 2023 9:39 PM",,
138,Backup,Wildhüter Orhulf,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Beim ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)einen, entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),20,5,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._forest_painting_by_John_Avon_magic_the_gathering_soft_lig_e48e4426-2a6d-465f-99ea-4c6ff56740d2.png,,,"October 22, 2023 9:34 PM",,"November 23, 2023 9:39 PM",,
140,Backup,Wildhüter Amdulf,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Beim ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)einen, entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),35,10,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._snowy_forest_snow_painting_by_John_Avon_magic_the_gatheri_5c25d1b8-6363-483d-8454-0411bed7a5de.png,,,"October 29, 2023 12:57 PM",,"November 23, 2023 9:39 PM",,
141,Backup,Roter Wildfuchs,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),40,25,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._wild_fox_in_forest_by_Titus_Lunter_mtg_wallpaper_green_tr_1550631b-95e0-4f73-ad43-ee7c42d0b4dc.png,,,"October 29, 2023 2:00 PM",,"November 23, 2023 9:39 PM",,
142,Backup,Wald Ratte,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),35,15,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._rat_in_forest_by_Titus_Lunter_mtg_wallpaper_green_trees_-_2f43f183-6591-4f0e-b2cb-66dcb31fc5a4.png,,,"October 29, 2023 2:01 PM",,"November 23, 2023 9:39 PM",,
143,Backup,Rasendes Wildschwein,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Nachstürmen (https://www.notion.so/Nachst-rmen-8d4acc9b11a440a0b044fde64261276e?pvs=21) (Dieser Charakter kann nach dem ersten Angriff einen zweiten Angriff machen),,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),60,0,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._angry_wild_boar_in_forest_by_Titus_Lunter_friendly_boar_m_e784b769-2a2d-44b9-ab10-ee570f761898.png,,,"October 29, 2023 2:02 PM",,"November 23, 2023 9:39 PM",,
145,Backup,Einsamer Dachs,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),35,40,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._forest_by_Titus_Lunter_mtg_wallpaper_green_trees_--ar_34__dd1f1efd-a30b-4623-8e8f-0e1d5eabac9d.png,,,"October 29, 2023 2:03 PM",,"November 23, 2023 9:39 PM",,
146,Backup,Waldluchs,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),30,15,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._Lynx_in_forest_by_Titus_Lunter_mtg_wallpaper_green_trees__6f861c07-600a-4e4e-8ab8-24fd3c037a32.png,,,"October 29, 2023 3:53 PM",,"November 23, 2023 9:39 PM",,
147,Backup,Tückischer Igel,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Doppelblock (https://www.notion.so/Doppelblock-b26e421c63a74a64b61aa8be862a7d32?pvs=21) (Dieser Charakter kann zwei Angreifer pro Kampf blocken),,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),15,25,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._forest_by_Titus_Lunter_mtg_wallpaper_green_trees_--ar_34__5183f24e-5f80-49b5-9b54-4257ff86d97a.png,,,"October 29, 2023 3:55 PM",,"November 23, 2023 9:39 PM",,
148,Backup,Waldfalke,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),45,20,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._hawk_on_tree_by_Titus_Lunter_mtg_wallpaper_green_forest_-_87f423e0-e60b-46ab-ac29-ad6fcdf589e1.png,,,"October 29, 2023 3:58 PM",,"November 23, 2023 9:39 PM",,
149,Backup,Spielfreudiges Wildschwein,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),45,10,,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._beautiful_forest_by_Titus_Lunter_friendly_boar_mtg_wallpa_46217f56-337d-41fe-b32b-73f31204d9b7.png,,,"October 29, 2023 5:51 PM",,"November 23, 2023 9:39 PM",,
150,Backup,Terrageweihter Steinkreis,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Einmal pro Spielzug du kannst die oberste Karte von deinem Deck aufdecken. Falls sie vom Element Terra ist lege sie in deine Elementarzone, falls nicht unter dein Deck.

Verlässt diese Karte das Feld, lege zwei Terra Elementare auf den Friedhof",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,2,,,,,,,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._Stonehenge_Devine_ritual_magical_forest_ancient_mega_stru_5837a5db-f49d-4e20-ae73-8a9f7dcff754.png,,,"October 31, 2023 3:22 PM",,"November 23, 2023 9:39 PM",,
