Kartenart,Name,Kartentext,Element,Kosten,⚔️,🛡️,⭕️,Kartentyp,Status,ID,Flavourtext,Created by,Artwork,Art Production,Decklist,Glossar,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Kritik,Zustimmung
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Gottesschrein,Tap: Verleihe einem Charakter deiner Wahl einen Bannkreis. Entferne diesen Bannkreis zu Beginn deines nächsten Zuges.,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"3,M,M,",,,,,Playtest,368,,Gut Christian,,,,"""Bannkreis"" (https://www.notion.so/Bannkreis-f48605b8d09e42e9afd9c1f6a0e254ab?pvs=21)",,,,2,,3,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Graf von Altberg-Ehrenstein,"Kultist
Einzigartig, Verteidiger,
Wenn dieser Charakter das Schlachtfeld betritt und du “U-Boot U29” kontrollierst, durchsuche dein Deck, deine Hand und dein Friedhof nach “Der Tempel” und lege ihn auf das Schlachtfeld.","Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21)",4,-/-,20/20,,,Experiment,416,,Gut Christian,,,,,,,,,,4,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Grauer Stummfisch,Sofort spielbar,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"1,A,",5/5,0/10,,,Neu,66,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1150250887277727795/itschotsch_fish_swimming_underwater_gray_brown_codfish_by_peter_a9bf7d66-03d9-49ac-8a09-29b2db8c5f43.png,,,,,1,,,,1,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Großer Aerisschrein,"Immer wenn du eine Karte ziehst, darfst du eine zusätzliche Karte ziehen.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),8,,,1,,Idee,208,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Großer Aquaschrein,"Immer wenn du eine Karte ziehst, darfst du eine Gegnerische Kreatur in Angriffsposition bringen.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),8,,,1,,Idee,209,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Großer Ignisschrein,"Immer wenn du eine Karte Ziehst, kannst du einem Charakter 30 Schaden zufügen",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),8,,,1,,Idee,200,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Großer Magicaschrein,"Immer wenn du eine Karte ziehst, darfst du eine Ereignis- oder Manifestationskarte aus deinem Friedhof auf die Hand nehmen.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),8,,,1,,Idee,211,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Großer Terraschrein,"Immer wenn du eine Karte ziehst, darfst du eine Charakterkarte aus deinem Friedhof auf die Hand nehmen",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),8,,,1,,Idee,210,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Hauptmann,Magiemanipulation 2,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"3,A,",30/30,30/30,,,Playtest,388,,Gut Christian,,,,Magiemanipulation X (https://www.notion.so/Magiemanipulation-X-5882301e51d74fe689ccb0cd514b1ebe?pvs=21),1,,,,,3,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Heimtückischer Frosch,Diese Karte kann keinen Angriff deklarieren. Falls diese Karte kämpft zerstöre den angreifenden Charakter,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,0,0,,,Backup,137,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._toxic_frog_in_forest_by_Titus_Lunter_mtg_wallpaper_green__a9142417-e623-4929-bb69-20fb9c004339.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Heinrich von Buntfeste,"Immer wenn Heinrich von Buntfeste angreift, wirf eine Münze. Bei Kopf erhältst du ein zufälliges Ereignis aus deinem Friedhof auf deine Hand.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"2,M,",10/25,20/20,,,Neu,400,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/282.png,,,,,,,1,,2,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Heiterer Lautenklang der Baumsängerinnen,Suche einen Baumsängerin (https://www.notion.so/Baums-ngerin-af7ba6f57aba4f63b5ceb62076cff89a?pvs=21) Charakter,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,,,,,Backup,14,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._harp_forest_background_fantasy_concept_art_magic_the_gath_4e621d90-bc0f-406d-8992-11abe88e0004.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Herbert West - Reanimator,"Kultist
Einzigartig
Immer wenn Herbert West - Reanimator angreift, wirf eine Münze, bei Kopf bringe ein Kultist deiner Wahl aufs Schlachtfeld.","Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21)",3,15/15,15/15,,,Experiment,414,,Gut Christian,,,,,,,,,,3,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Heulende Eulen,Sofort spielbar,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"1,T,",10/10,10/10,,,Neu,4,"Niemand sah sie kommen, denn alle blickten gen Himmel.",Jan Appel,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._hooting_owl_on_tree_by_Titus_Lunter_mtg_wallpaper_forest__9a89ce6b-c870-4507-a6b7-0cc11223d27b.png,,Untitled (https://www.notion.so/155d31ee57204f0b81143be143752c84?pvs=21),,,,,,1,1,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Hexenhaus,"Brown Jenkins kostet ein Element weniger.
Opfere diese Manifestation um einen Charakter den du kontrollierst der eine Schildkarte angreift bis zum ende des Zuges unblockbar zu machen.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",2,,,,,Experiment,442,,Gut Christian,,,,,,,,,,2,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Hofkanzler Gandur, Meister der Propaganda","Einzigartig
Wenn dieser Charakter das Spielfeld betritt, übernimm die Kontrolle über einen Charakter mit Kosten 3 oder weniger.
Der übernommene Charakter erhält Eile.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"2,A,A,",10/10,10/15,,,Neu,338,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/338.png,,,,,2,,,,2,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Hühne,Bedrohlicher Angriff 2 (Muss von mindestens 2 Charaktere geblockt werden),Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"2,T,",20/20,20/20,,,Playtest,389,,Gut Christian,,,,Bedrohlicher Angriff (https://www.notion.so/Bedrohlicher-Angriff-eee4ab4d6f27417e982513cccddda45d?pvs=21),,,,,1,2,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Hund von Tindalos,"Monster
Wenn der Gegner eine Karte zieht, abgesehen von der ersten Karte im schritt “Karte ziehen” tappe eine Elementarkarte des Gegners.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",3,20/20,20/20,,,Experiment,431,,Gut Christian,,,,,,,,,,3,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Hydra,"Old One
Einzigartig
Monster erhalten +0/+5 für jedes Monster auf dem Schlachtfeld das du kontrollierst.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",7,50/50,50/50,,,Experiment,422,,Gut Christian,,,,,,,,,,7,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Ignis-Duellant,"Darf nur Charaktere angreifen, Muss in Angriffsposition liegen",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),2,35,5,,,Idee,264,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Ignis-Fanatiker,"Als zusätzliche kosten, um diesen Charakter auszuspielen, lege 1 Karte von deiner Hand unter das Deck. 
Jedes mal wenn dieser Charakter angreift, ziehe eine Karte.",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"1,I,I,",30/30,20/20,,,Neu,271,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/271.png,,,,,,2,,,1,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Ignis-Kraftkugel,"Sofort spielbar
Füge einem Charakter oder Manifestation 20 Schaden zu.",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"1,I,I,",,,,,Neu,169,,Slain,,,,,,,2,,,1,,C. Playtest
,Im Keim ersticken,"Immer wenn Du eine Karte abwirfst, müssen alle anderen Spieler zusammen 3 Mana bezahlen oder eine Karte abwerfen.",,,,,,,Backup,119,,Tim,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Infiltrator,Kann nicht geblockt werden,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"1,A,A,",5/10,10/10,,,Neu,164,,Slain,,,,,,2,,,,1,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Innsmouth,"Am ende deines Zuges wirf eine Münze, bei Kopf durchsuche dein Deck nach einem Tiefenwesen und nimm sie auf die Hand.
Befindet sich in denen Deck kein Tiefenwesen, darfst du auch dein Friedhof durchsuchen.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",2,,,,,Experiment,441,,Gut Christian,,,,,,,,,,2,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Ir’yenn,"Einzigartig, Verteidiger,
Wenn Ir’yenn in Spiel kommt, zerstöre alle Archonten.
Wenn du Iriel-Elisha kontrollierst, erhält Ir’yenn +15 Angriff und Verteidigung, und kann nicht angegriffen werden",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),1,5,5,,,Idee,286,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Iriel-Elisha,"Einzigartig, Yoah-Tan, Tierwesen, Mondenhain
Wenn Iriel-Elisha in Angriffsposition liegt, aber nicht kämpft, bestimme einen anderen Charakter. Dieser erhält diese Runde keinen Kampfschaden",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,15,15,,,Idee,285,,Slain,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Irreführung,"Sofort Spielbar
Ändere das Angriffsziel eines Charakters",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"2,A,A,",,,,,Neu,229,,Slain,,,,,,2,,,,2,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Jäger der Finsternis,"Monster
Angreifer
Eile
Kann keine Schildkarten angreifen.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",7,30/70,-/-,,,Experiment,423,,Gut Christian,,,,,,,,,,7,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Johannes v.d. Schaufel,"Angreifer. Wenn dieser Charakter angreift, erhält ein anderer angreifender Charakter deiner Wahl +10 Angriff bis Ende des Zuges.",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"3,I,",55/20,–/–,,,Playtest,359,,Gut Christian,,,,Angreifer (https://www.notion.so/Angreifer-a780fd99001041ed940897d1c00f7f6e?pvs=21),,,1,,,3,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Johannes von der Schaufel, der Duellant","Einzigartig, Krieger, Eisern, Wolfswacht
Darf nur Charaktere angreifen, Muss in Angriffsposition liegen
Johannes von der Schaufel kann nicht geblockt werden und muss immer den stärksten Gegner angreifen.",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),4,55,10,,,Backup,266,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Joseph Curwen,"Kultist
Einzigartig
Wenn dieser Charakter das Schlachtfeld betritt übernimm die kontrolle über einen Charakter, lege “Joseph Curwen”  unter diese Karte. Stirbt der Charakter werden beide Karten in den Friedhof ihres Besitzers gelegt.","Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21)",6,-/-,-/-,,,Experiment,417,,Gut Christian,,,,,,,,,,6,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Jungbrunnen,"Wenn der Jungbrunnen (https://www.notion.so/Jungbrunnen-09524568d6ff4fa4bf04ac56bcb0fefd?pvs=21) noch leb (https://www.notion.so/leb-692df7818193496192e870be274ab13b?pvs=21)t, nachdem er verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)t, vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ieh eine andere Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) mit einen Schild (https://www.notion.so/Schild-7d85c5583f0144ad94a6d3532be61da0?pvs=21), ohne Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) zu zahlen.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 5",0,40,,,Backup,36,,Jan Appel,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Kadienor Edox,"Einzigartig,
Wenn Kadienor Edox in spiel kommt, nimm eine zufällige Ereigniskarte aus deinem Friedhof auf deine Hand.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"1,E,E,",30/30,20/20,,,Neu,279,,Slain,,,Untitled (https://www.notion.so/14ac5c8f9c8040089c1fec62165245f4?pvs=21),,2,,,,,1,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Kardes,"Einzigartig, Mondenhain
Wenn Kardes in Angriffsposition liegt, erhalten alle deine Verteidiger +15 Verteidigung",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,20,20,,,Idee,284,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Kasha, Champion des Wandels","Einzigartig, Angreifer, Eile
Kasha, Champion des Wandels muss immer angreifen, falls möglich.",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"2,I,I,",35/25,–/–,,,Neu,406,,Gut Christian,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/Kasha_2.jpg,"Kasha, “Champion des Wandels” (https://www.notion.so/Kasha-Champion-des-Wandels-8e36b93a84f5444a8cac62f76ea566ac?pvs=21)",,"Angreifer (https://www.notion.so/Angreifer-a780fd99001041ed940897d1c00f7f6e?pvs=21), Einzigartig (https://www.notion.so/Einzigartig-6922b018ce444b998180b93ddb0997ab?pvs=21), Schildbrecher (https://www.notion.so/Schildbrecher-4252afe78ba94682a510ff5b8b736467?pvs=21)",,,2,,,2,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Keimling,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,40,10,,Magisches Wesen (https://www.notion.so/Magisches-Wesen-416ecc433e6d4261a4640d1384950176?pvs=21),Idee,73,,Jan Appel,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Kind des Windes,Zu Beginn deines Zuges: Zeige die oberste Karte von deinem Deck vor. Kind des Windes erhält Angriffspunkte 10X den Elementarkosten bis zum Ende deines Zuges. Lege die vorgezeigte Karte entweder auf oder unter das Deck.,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),3,10,10,,,Idee,245,,Timon,,,,,,,,,,,,
,Klabautermann,,,,,,,,Backup,76,,Jan Appel,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Kleiner Aerisschrein,Tap; du darfst dir die oberste Karte deines Decks anschauen. Lege sie dann entweder auf oder unter dein Deck.,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"2,E,",,,,,Neu,198,,Slain,,,Untitled (https://www.notion.so/25c995b055944cc0b7b3726ae2bfad8c?pvs=21),,1,,,,,3,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Kleiner Aquaschrein,"Zu Beginn deines Zuges darfst du einen eigenen Charakter vom Spiel auf deine Hand nehmen, und dann einen Chrakter aus deiner Hand ins Spiel bringen",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),5,,,1,,Idee,202,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Kleiner Ignisschrein,Zu Beginn deines Zuges kannst du einem Charakter 25 Schaden zufügen,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),5,,,1,,Idee,205,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Kleiner Magicaschrein,Zu Beginn deines Zuges darfst Du einen Charakter auf die Hand seines Besitzers schicken.,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),4,,,1,,Idee,404,,Timon,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Kleiner Terraschrein,"1,T,Tap; Nimm einen Charakter von deinem Friedhof mit Kosten 3 oder weniger zurück auf deine Hand.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"2,T,T,",,,,,Neu,197,,Slain,,,Untitled (https://www.notion.so/992e24258abc4b8bb682e125589389ed?pvs=21),,,,,,2,2,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Koloss aus der Tiefe,"Wenn dieser Charakter eine Karte zerstört, ziehe eine Karte.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"5,A,A,",60/60,60/60,,,Neu,328,,Slain,,,,,,2,,,,5,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Koloss aus der Zwergenschmiede,Schildbrecher (Falls dieser Charakter bei seinem Angriff mehr Schaden macht als nötig kannst den restlichen Schaden dem ursprünglichen Ziel zufügen),Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"5.I,",50/40,50/40,,,Playtest,337,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._giant_dwarf_forge_meting_liquid_metal_fire_and_stone_illus_3eedd8c9-3274-4949-93d7-2991ee02da52.png,,,,,,1,,,5,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Korporal Langhorn,Alle deine Wölfe Bjarturs haben +10 ⚔️ und +15 🛡️.,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),4,20,20,,Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),Idee,5,,Jan Appel,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Kraft tanken,Du darfst 3 Karten ziehen,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),5,,,,,Idee,217,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Kraftkugelsammler,"Am Ende deines Zuges kannst du eine Kraftkugel aus deinem Friedhof aus dem Spiel entfernen. Durchsuche dann dein Deck nach einer Kraftkugel eines anderen Elements, zeige sie offen vor und nimm sie auf deine Hand. Mische danach dein Deck.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"3,M,",10/20,10/30,,,Neu,246,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/246.png,,,,,,,1,,3,"Schwiriger trigger, nur in drei farbigen decks sinnvoll. Idee anderst umsetzen",C. Revision
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Kreis des Ewigen Gesangs,"Falls du eine Baumsängerin oder ein Besungener Baum kontrollierst, du kannst ein Karte mit Element Terra vom Friedhof in dein Deck mischen und eine Karte ziehen. (Einmal pro Spielzug)",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,,,1,,Backup,133,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._forest_black_hair_magical_scenery_green_elven_cloths_by_p_16e23801-77d3-4df9-b9e1-b0b1e69f85b6.png,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Kreuzsee,"sofort (https://www.notion.so/sofort-9c56f076fccf4157b07459dd557d86d7?pvs=21) spielbar.
neutralisier (https://www.notion.so/neutralisier-c0c9232450044d979cc6456ac433b4cd?pvs=21)e ein Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21) mit Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) 4 oder weniger.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 2",,,,,Backup,74,,Jan Appel,,,,,,,,,,,,
